,county,item,quantity
7328,Hackney,linen trousers,886850.0
7329,Stockton-on-Tees,beef sausages,886830.0
7330,Stockton-on-Tees,wristwatch,886786.0
7331,Reigate and Banstead,jam doughnut,886728.0
7332,Lancashire,salmon fillets,886589.0
7333,Shepway,Lemon,886525.0
7334,Isle of Anglesey,pain au chocolate,886519.0
7335,Uttlesford,Organic mILK,886505.0
7336,Uttlesford,courgette loose,886496.0
7337,Hackney,cheese cake,886344.0
7338,Uttlesford,british fresh chicken thigh fillets,886206.0
7339,Lincolnshire,Mixed pepper,886126.0
7340,Isle of Anglesey,bosch washing machine,886122.0
7341,Uttlesford,chocolate twist,886121.0
7342,Glasgow City,21 day mature ribeye steak,886095.0
7343,Rushcliffe,x-box 360,885979.0
7344,Selby,Red pepper,885961.0
7345,Newark and Sherwood,pokemon yellow,885793.0
7346,Hackney,skimmed milk,885759.0
7347,Selby,play station 3,885726.0
7348,West Oxfordshire,dell inspiron laptop,885653.0
7349,Worcestershire,pokemon gold,885645.0
7350,Hackney,mild cheddar cheese,885626.0
7351,Uttlesford,sea bass fillets,885583.0
7352,Lancashire,halo combat evolved,885541.0
7353,Lancashire,pokemon blue,885450.0
7354,Isle of Anglesey,semi skimmed milk,885389.0
7355,Hackney,brenton t-shirt,885224.0
7356,Hackney,dell inspiron laptop,885206.0
7357,Rushcliffe,dyson washing machine,885201.0
7358,Darlington,Blueberry yoghurt,885191.0
7359,East Dunbartonshire,baby potatoes,885188.0
7360,Hackney,Fairtrade Bananas Loose,885153.0
7361,Stockton-on-Tees,shortbread,885148.0
7362,Isle of Anglesey,pain au raisins,885101.0
7363,Uttlesford,play station 3,885056.0
7364,Reigate and Banstead,goat cheese,885021.0
7365,Hackney,pokemon blue,885011.0
7366,Hackney,British baking potatoes loose,884997.0
7367,Rugby,Organic mILK,884970.0
7368,Newark and Sherwood,grey blazers,884808.0
7369,Newark and Sherwood,Onions Loose,884781.0
7370,Rushcliffe,Lemon,884712.0
7371,Hackney,aubergine,884696.0
7372,Darlington,apple macbook air mid 2009,884658.0
7373,York,free range large eggs x12,884648.0
7374,Uttlesford,denim jacket,884549.0
7375,Ballymoney,fresh whole chicken,884539.0
7376,Lancashire,british parsnips loose,884518.0
7377,Newark and Sherwood,denim jacket,884482.0
7378,Stockton-on-Tees,plastic sunshades,884451.0
7379,Stockton-on-Tees,goat cheese,884383.0
7380,Uttlesford,gaming mouse,884274.0
7381,Newark and Sherwood,wristwatch,884238.0
7382,Hackney,Plain Greek yoghurt,884211.0
7383,Isle of Anglesey,blue stilton cheese,884138.0
7384,Colchester,hp dv 2000 laptop,884041.0
7385,Worcestershire,millionaire square,883978.0
7386,Ballymoney,Blueberry yoghurt,883952.0
7387,Selby,plastic sunshades,883929.0
7388,Isle of Anglesey,grey cardigan,883908.0
7389,Darlington,white shirt,883851.0
7390,Stockton-on-Tees,baby potatoes,883800.0
7391,Shepway,dell inspiron laptop,883795.0
7392,Shepway,hotpoint washing machine,883782.0
7393,Isle of Anglesey,white shirt,883752.0
7394,Hackney,British carrots loose,883730.0
7395,Rushcliffe,fresh whole chicken,883728.0
7396,West Oxfordshire,scottish salmon,883693.0
7397,Hackney,millionaire square,883669.0
7398,Darlington,Mixed pepper,883613.0
7399,Uttlesford,apple macbook pro mid 2009,883598.0
7400,Stockton-on-Tees,organic soured cream,883422.0
7401,Rushcliffe,linen trousers,883408.0
7402,Newark and Sherwood,linen shirt,883262.0
7403,Selby,beef mince,883238.0
7404,East Hertfordshire,linen shirt,883226.0
7405,Rushcliffe,silk tie,883213.0
7406,Reigate and Banstead,beef mince,883200.0
7407,Uttlesford,pokemon red,883196.0
7408,Darlington,gameboy color,883172.0
7409,Selby,hotpoint washing machine,883156.0
7410,Isle of Anglesey,brenton jumper,883139.0
7411,York,sea bass fillets,883057.0
7412,Colchester,chocolate twist,883022.0
7413,Reigate and Banstead,grey blazers,883021.0
7414,Worcestershire,skimmed milk,882979.0
7415,Isle of Anglesey,easy peeler loose,882954.0
7416,Newark and Sherwood,21 day mature ribeye steak,882931.0
7417,Stockton-on-Tees,easy peeler loose,882926.0
7418,Stockton-on-Tees,Almond milk,882920.0
7419,Hackney,Spring onions bunch,882878.0
7420,Isle of Anglesey,denim jeams,882876.0
7421,Uttlesford,Slightly salted butter,882860.0
7422,Reigate and Banstead,vanilla yoghurt,882847.0
7423,Lancashire,beef mince,882832.0
7424,Hackney,large king prawns,882771.0
7425,Hackney,beef mince,882731.0
7426,Rushcliffe,Soy Milk,882713.0
7427,Stockton-on-Tees,british fresh chicken thigh fillets,882710.0
7428,Lancashire,plastic sunshades,882707.0
7429,Stockton-on-Tees,pokemon yellow,882614.0
7430,Selby,Fairtrade Bananas Loose,882597.0
7431,Shepway,Soy Milk,882597.0
7432,Stockton-on-Tees,brenton jumper,882588.0
7433,Hackney,hp dv 2000 laptop,882566.0
7434,Uttlesford,Oats Milk,882565.0
7435,Rushcliffe,gameboy advance,882431.0
7436,Hackney,dual shock controller,882429.0
7437,York,unsalted butter,882394.0
7438,York,fresh turkey steak,882351.0
7439,Rushcliffe,Brocolli loose,882329.0
7440,Stockton-on-Tees,21 day mature ribeye steak,882275.0
7441,Isle of Anglesey,grey blazers,882272.0
7442,Isle of Anglesey,hotpoint washing machine,882092.0
7443,Uttlesford,21 day mature ribeye steak,882023.0
7444,Shepway,gaming keyboard,881966.0
7445,Newark and Sherwood,x-box 360,881947.0
7446,Reigate and Banstead,cod fillets,881937.0
7447,Shepway,denim jacket,881928.0
7448,Darlington,hp dv 2000 laptop,881914.0
7449,Isle of Anglesey,Onions Loose,881908.0
7450,Hackney,baby potatoes,881766.0
7451,Lancashire,croisant ,881649.0
7452,Selby,pokemon blue,881591.0
7453,Lancashire,play station 3,881549.0
7454,Glasgow City,Red pepper,881532.0
7455,Glasgow City,Slightly salted butter,881511.0
7456,Isle of Anglesey,chicken sausages,881505.0
7457,Hackney,british parsnips loose,881471.0
7458,East Dunbartonshire,chicken sausages,881389.0
7459,Selby,god of war 2,881283.0
7460,Lincolnshire,british fresh chicken brest fillets,881258.0
7461,York,beef mince,881250.0
7462,Isle of Anglesey,silk tie,881197.0
7463,Rushcliffe,pain au raisins,881174.0
7464,Uttlesford,hotpoint washing machine,881165.0
7465,Hackney,british fresh chicken brest fillets,881152.0
7466,Sevenoaks,british parsnips loose,881109.0
7467,Isle of Anglesey,salmon fillets,881048.0
7468,Lancashire,pink blazers,881035.0
7469,Lincolnshire,apple macbook air mid 2009,880959.0
7470,Worcestershire,Plain Greek yoghurt,880928.0
7471,Rushcliffe,croisant ,880924.0
7472,York,grey cardigan,880918.0
7473,Uttlesford,silk tie,880911.0
7474,York,white shirt,880863.0
7475,Lancashire,pokemon yellow,880858.0
7476,Shepway,celery,880817.0
7477,Bargoed,Fairtrade Bananas Loose,880815.0
7478,Newark and Sherwood,hp dv 2000 laptop,880773.0
7479,Shepway,oxford shoes,880748.0
7480,Selby,fresh whole turkey,880679.0
7481,Newark and Sherwood,cod fillets,880672.0
7482,Rushcliffe,british bramley cooking apples,880652.0
7483,Worcestershire,apple macbook pro mid 2009,880643.0
7484,York,bosch washing machine,880635.0
7485,Stockton-on-Tees,British baking potatoes loose,880590.0
7486,Newark and Sherwood,god of war 2,880555.0
7487,Isle of Anglesey,wellington boots,880534.0
7488,Hackney,Blueberry yoghurt,880525.0
7489,Reigate and Banstead,Fairtrade Bananas Loose,880522.0
7490,Stockton-on-Tees,grey blazers,880486.0
7491,Worcestershire,diced vernison,880474.0
7492,East Dunbartonshire,custard doughnut,880444.0
7493,Newark and Sherwood,pokemon gold,880434.0
7494,Reigate and Banstead,shortbread,880398.0
7495,Hackney,Onions Loose,880382.0
7496,East Dunbartonshire,cotton tie,880375.0
7497,Rushcliffe,goat cheese,880357.0
7498,Uttlesford,baby potatoes,880270.0
7499,Uttlesford,raspberries,880245.0
7500,Selby,oxford shirt,880226.0
7501,Shepway,croisant ,880209.0
7502,Ballymoney,diced chicken breast,880191.0
7503,Uttlesford,brenton jumper,880112.0
7504,Darlington,dyson tower fan,880097.0
7505,Uttlesford,unsalted butter,880089.0
7506,Reigate and Banstead,organic soured cream,880074.0
7507,Armagh,diced chicken breast,880055.0
7508,Darlington,baby potatoes,880005.0
7509,Newark and Sherwood,easy peeler loose,880000.0
7510,Rushcliffe,easy peeler loose,879966.0
7511,Uttlesford,Spring onions bunch,879936.0
7512,Stockton-on-Tees,courgette loose,879860.0
7513,Stockton-on-Tees,denim jeams,879810.0
7514,Bargoed,silk scarf,879801.0
7515,York,gaming keyboard,879786.0
7516,Reigate and Banstead,sea bass fillets,879717.0
7517,Worcestershire,pokemon yellow,879708.0
7518,Glasgow City,salmon fillets,879697.0
7519,Newark and Sherwood,beef mince,879684.0
7520,Isle of Anglesey,Slightly salted butter,879680.0
7521,Lancashire,silk tie,879655.0
7522,Selby,diced vernison,879637.0
7523,Newark and Sherwood,croisant ,879603.0
7524,Newark and Sherwood,oxford shoes,879599.0
7525,Isle of Anglesey,skimmed milk,879599.0
7526,Armagh,dual shock controller,879537.0
7527,Stockton-on-Tees,oxford shirt,879533.0
7528,Stockton-on-Tees,denim jacket,879484.0
7529,Stockton-on-Tees,mature cheddar cheese,879429.0
7530,Stockton-on-Tees,mild cheddar cheese,879421.0
7531,Selby,hp dv 2000 laptop,879379.0
7532,Selby,Lemon,879370.0
7533,Isle of Anglesey,halo combat evolved,879351.0
7534,Ballymoney,diced vernison,879347.0
7535,Darlington,diced chicken breast,879321.0
7536,Reigate and Banstead,wellington boots,879320.0
7537,Rushcliffe,chicken sausages,879287.0
7538,Hackney,silk tie,879261.0
7539,Darlington,easy peeler loose,879250.0
7540,Selby,halo combat evolved,879184.0
7541,Selby,bosch washing machine,879152.0
7542,Newark and Sherwood,free range large eggs x12,879107.0
7543,Darlington,macaron - x3,879102.0
7544,York,Red pepper,879101.0
7545,Uttlesford,british bramley cooking apples,879094.0
7546,Worcestershire,Almond milk,879092.0
7547,Darlington,unsalted butter,879090.0
7548,Hackney,god of war 2,879039.0
7549,Selby,British baking potatoes loose,879013.0
7550,Darlington,chicken sausages,878983.0
7551,Rushcliffe,white shirt,878941.0
7552,Isle of Anglesey,british parsnips loose,878903.0
7553,Reigate and Banstead,skimmed milk,878868.0
7554,Newark and Sherwood,Sweet potatoes loose,878845.0
7555,Newark and Sherwood,denim jeams,878830.0
7556,Darlington,pokemon red,878827.0
7557,York,plastic sunshades,878816.0
7558,Glasgow City,silk tie,878763.0
7559,Selby,croisant ,878733.0
7560,Newark and Sherwood,lg washing machine,878687.0
7561,Stockton-on-Tees,chocolate twist,878680.0
7562,Stockton-on-Tees,beef mince,878667.0
7563,Newark and Sherwood,courgette loose,878630.0
7564,Reigate and Banstead,Onions Loose,878601.0
7565,Lancashire,gameboy advance,878599.0
7566,Lancashire,minecraft game - xbox,878586.0
7567,West Oxfordshire,organic raspberry yoghurt,878556.0
7568,Stockton-on-Tees,linen shirt,878536.0
7569,Rushcliffe,mild cheddar cheese,878498.0
7570,Newark and Sherwood,hotpoint washing machine,878482.0
7571,West Oxfordshire,21 day mature ribeye steak,878423.0
7572,Uttlesford,flapjack,878412.0
7573,York,lg washing machine,878380.0
7574,York,gameboy advance,878368.0
7575,Uttlesford,x-box 360,878335.0
7576,Newark and Sherwood,british parsnips loose,878305.0
7577,Hackney,custard doughnut,878302.0
7578,Rushcliffe,brenton jumper,878249.0
7579,Stockton-on-Tees,free range large eggs x12,878241.0
7580,Worcestershire,shortbread,878231.0
7581,Isle of Anglesey,goat cheese,878188.0
7582,Shepway,sea bass fillets,878185.0
7583,Stockton-on-Tees,custard doughnut,878126.0
7584,Glasgow City,oxford shoes,878125.0
7585,Selby,gaming mouse,878116.0
7586,Bedfordshire,hp envy laptop,878071.0
7587,Hackney,Soy Milk,878067.0
7588,Worcestershire,mild cheddar cheese,878065.0
7589,Selby,organic raspberry yoghurt,878021.0
7590,Stockton-on-Tees,bosch washing machine,878021.0
7591,York,pokemon red,878009.0
7592,Hackney,hp dv 3000 laptop,877983.0
7593,Reigate and Banstead,beef sausages,877956.0
7594,Lancashire,free range large eggs x12,877956.0
7595,Rushcliffe,Mixed pepper,877947.0
7596,Lancashire,oxford shirt,877945.0
7597,Rushcliffe,scottish salmon,877919.0
7598,York,Fairtrade Bananas Loose,877911.0
7599,York,shortbread,877908.0
7600,Uttlesford,beef mince,877895.0
7601,Isle of Anglesey,pokemon red,877851.0
7602,Darlington,silk tie,877845.0
7603,Glasgow City,large king prawns,877842.0
7604,Stockton-on-Tees,semi skimmed milk,877829.0
7605,Shepway,skimmed milk,877744.0
7606,Lancashire,Blueberry yoghurt,877703.0
7607,Shepway,grey blazers,877687.0
7608,Darlington,aubergine,877684.0
7609,Hackney,oxford shoes,877678.0
7610,York,fresh whole turkey,877650.0
7611,Stockton-on-Tees,play station 3,877564.0
7612,Isle of Anglesey,apple macbook pro mid 2009,877563.0
7613,Shepway,easy peeler loose,877549.0
7614,Rushcliffe,grey cardigan,877512.0
7615,Glasgow City,Lemon,877496.0
7616,Newark and Sherwood,almond croisant,877490.0
7617,Hackney,wellington boots,877445.0
7618,Uttlesford,diced chicken breast,877430.0
7619,Selby,jam doughnut,877415.0
7620,Isle of Anglesey,dyson vacuum cleaner,877410.0
7621,Isle of Anglesey,fresh whole chicken,877403.0
7622,Isle of Anglesey,minecraft game - xbox,877402.0
7623,Darlington,Almond milk,877372.0
7624,York,pain au raisins,877364.0
7625,Uttlesford,pink blazers,877363.0
7626,Isle of Anglesey,celery,877316.0
7627,Shepway,courgette loose,877314.0
7628,Lancashire,Red pepper,877292.0
7629,Darlington,Brocolli loose,877285.0
7630,Lincolnshire,easy peeler loose,877283.0
7631,Sevenoaks,wellington boots,877258.0
7632,York,chocolate fudge cake,877224.0
7633,Newark and Sherwood,brenton t-shirt,877173.0
7634,York,gaming mouse,877165.0
7635,York,celery,877119.0
7636,Newark and Sherwood,brenton jumper,877111.0
7637,Uttlesford,hp dv 3000 laptop,877072.0
7638,Rushcliffe,gaming keyboard,877043.0
7639,Rushcliffe,classic bowtie,877013.0
7640,West Oxfordshire,Sweet potatoes loose,877012.0
7641,Selby,raspberries,876992.0
7642,West Oxfordshire,bosch washing machine,876987.0
7643,Hackney,21 day mature ribeye steak,876982.0
7644,Isle of Anglesey,hp dv 3000 laptop,876951.0
7645,Reigate and Banstead,gameboy color,876924.0
7646,Newark and Sherwood,Plain Greek yoghurt,876918.0
7647,Lincolnshire,silk tie,876911.0
7648,Lincolnshire,pink blazers,876904.0
7649,Shepway,bosch washing machine,876898.0
7650,Isle of Anglesey,aubergine,876866.0
7651,Rushcliffe,custard doughnut,876822.0
7652,Uttlesford,british fresh chicken brest fillets,876821.0
7653,Worcestershire,organic raspberry yoghurt,876818.0
7654,Isle of Anglesey,brenton t-shirt,876818.0
7655,East Dunbartonshire,organic raspberry yoghurt,876816.0
7656,Hackney,plastic sunshades,876796.0
7657,Hackney,linen shirt,876790.0
7658,Isle of Anglesey,samsung washing machine,876777.0
7659,Stockton-on-Tees,Soy Milk,876766.0
7660,Shepway,Red pepper,876743.0
7661,Colchester,Brocolli loose,876737.0
7662,Shepway,fresh whole chicken,876735.0
7663,Ballymoney,denim jacket,876699.0
7664,Selby,pokemon gold,876683.0
7665,Selby,british fresh turkey mince,876648.0
7666,Shepway,gaming mouse,876618.0
7667,Stockton-on-Tees,aubergine,876610.0
7668,York,apple macbook pro mid 2009,876561.0
7669,Worcestershire,dyson tower fan,876550.0
7670,Ballymoney,21 day mature rump steak,876537.0
7671,Shepway,goat cheese,876521.0
7672,Selby,dyson tower fan,876519.0
7673,Stockton-on-Tees,fresh whole chicken,876502.0
7674,Stockton-on-Tees,cod fillets,876498.0
7675,Glasgow City,goat cheese,876471.0
7676,Hackney,diced chicken breast,876469.0
7677,Stockton-on-Tees,raspberries,876459.0
7678,Lancashire,british bramley cooking apples,876450.0
7679,Colchester,blue stilton cheese,876445.0
7680,Lincolnshire,gameboy advance,876417.0
7681,Stockton-on-Tees,brenton t-shirt,876402.0
7682,Rushcliffe,play station 3,876384.0
7683,Bargoed,apple macbook pro mid 2009,876381.0
7684,Newark and Sherwood,Red pepper,876371.0
7685,Sevenoaks,grey blazers,876357.0
7686,Isle of Anglesey,large king prawns,876305.0
7687,Isle of Anglesey,red velvet cake,876268.0
7688,Rushcliffe,oxford shirt,876261.0
7689,Hackney,pokemon gold,876250.0
7690,Uttlesford,custard doughnut,876250.0
7691,Glasgow City,play station 3,876217.0
7692,Glasgow City,british fresh chicken brest fillets,876184.0
7693,Reigate and Banstead,dyson vacuum cleaner,876170.0
7694,Lincolnshire,chocolate twist,876168.0
7695,Rushcliffe,aubergine,876140.0
7696,Bargoed,British baking potatoes loose,876129.0
7697,Isle of Anglesey,beef sausages,876111.0
7698,Rushcliffe,organic soured cream,876102.0
7699,Glasgow City,macaron - x3,876085.0
7700,Selby,cod fillets,876083.0
7701,Lancashire,macaron - x3,876052.0
7702,Shepway,dyson tower fan,876020.0
7703,Glasgow City,21 day mature rump steak,876016.0
7704,Worcestershire,oxford shirt,876009.0
7705,Shepway,hp envy laptop,876003.0
7706,Hackney,bosch washing machine,875967.0
7707,Bargoed,organic soured cream,875950.0
7708,Rushcliffe,free range large eggs x12,875938.0
7709,Lancashire,custard doughnut,875930.0
7710,Colchester,god of war 2,875910.0
7711,Worcestershire,21 day mature ribeye steak,875892.0
7712,Uttlesford,Mixed pepper,875891.0
7713,Uttlesford,gaming keyboard,875885.0
7714,Uttlesford,minecraft game - xbox,875844.0
7715,Hackney,blue stilton cheese,875830.0
7716,Stockton-on-Tees,wellington boots,875827.0
7717,York,cheese cake,875821.0
7718,Stockton-on-Tees,millionaire square,875779.0
7719,Stockton-on-Tees,pain au raisins,875758.0
7720,Worcestershire,play station 3,875756.0
7721,Stockton-on-Tees,british fresh turkey mince,875737.0
7722,Stockton-on-Tees,hp envy laptop,875681.0
7723,Shepway,large king prawns,875659.0
7724,Uttlesford,Onions Loose,875642.0
7725,Darlington,Slightly salted butter,875637.0
7726,Selby,pokemon red,875625.0
7727,Shepway,pink blazers,875569.0
7728,Uttlesford,croisant ,875548.0
7729,Isle of Anglesey,organic raspberry yoghurt,875544.0
7730,Hackney,beef sausages,875544.0
7731,Uttlesford,chicken sausages,875528.0
7732,Worcestershire,Onions Loose,875524.0
7733,Uttlesford,Red pepper,875499.0
7734,Hackney,21 day mature sirlion steak,875497.0
7735,Lincolnshire,Red pepper,875485.0
7736,Isle of Anglesey,pokemon blue,875442.0
7737,Lancashire,cheese cake,875434.0
7738,Shepway,british fresh turkey mince,875396.0
7739,Newark and Sherwood,dual shock controller,875361.0
7740,Isle of Anglesey,macaron - x3,875360.0
7741,Darlington,denim jeams,875323.0
7742,Reigate and Banstead,minecraft game - xbox,875322.0
7743,Shepway,cheese cake,875285.0
7744,Darlington,god of war 2,875252.0
7745,Isle of Anglesey,oxford shirt,875210.0
7746,Hackney,organic raspberry yoghurt,875200.0
7747,Hackney,classic bowtie,875172.0
7748,Glasgow City,hp envy laptop,875160.0
7749,Darlington,Lemon,875134.0
7750,York,cod fillets,875134.0
7751,Stockton-on-Tees,grey cardigan,875089.0
7752,Rushcliffe,Almond milk,875084.0
7753,Rushcliffe,shortbread,875071.0
7754,Sevenoaks,apple macbook pro mid 2009,875052.0
7755,Reigate and Banstead,British carrots loose,875044.0
7756,Isle of Anglesey,Blueberry yoghurt,875032.0
7757,Newark and Sherwood,mild cheddar cheese,875031.0
7758,Newark and Sherwood,Soy Milk,875027.0
7759,Hackney,apple macbook pro mid 2009,875014.0
7760,Reigate and Banstead,flapjack,874967.0
7761,Bargoed,Soy Milk,874951.0
7762,Darlington,flapjack,874947.0
7763,Newark and Sherwood,pink blazers,874938.0
7764,Glasgow City,wristwatch,874932.0
7765,Lancashire,wristwatch,874919.0
7766,Isle of Anglesey,organic soured cream,874911.0
7767,Uttlesford,21 day mature rump steak,874909.0
7768,Shepway,Organic mILK,874887.0
7769,Hackney,lg washing machine,874885.0
7770,Rushcliffe,blue stilton cheese,874881.0
7771,Shepway,pokemon red,874872.0
7772,Sevenoaks,shortbread,874859.0
7773,York,21 day mature rump steak,874819.0
7774,York,hp dv 3000 laptop,874765.0
7775,Isle of Anglesey,custard doughnut,874759.0
7776,Selby,denim jeams,874755.0
7777,Sevenoaks,British baking potatoes loose,874753.0
7778,Bedfordshire,cheese cake,874747.0
7779,Darlington,courgette loose,874716.0
7780,Hackney,olive oil spread,874711.0
7781,Glasgow City,millionaire square,874683.0
7782,Isle of Anglesey,chocolate fudge cake,874628.0
7783,Uttlesford,Lemon,874622.0
7784,Rushcliffe,salmon fillets,874619.0
7785,Hackney,celery,874585.0
7786,Hackney,gaming mouse,874551.0
7787,Selby,mild cheddar cheese,874551.0
7788,Darlington,cheese cake,874545.0
7789,Darlington,large king prawns,874538.0
7790,Rushcliffe,21 day mature sirlion steak,874515.0
7791,Selby,blue stilton cheese,874459.0
7792,Rushcliffe,halo combat evolved,874452.0
7793,Glasgow City,diced vernison,874440.0
7794,Bargoed,sea bass fillets,874437.0
7795,Worcestershire,minecraft game - xbox,874435.0
7796,Isle of Anglesey,21 day mature rump steak,874424.0
7797,Shepway,British baking potatoes loose,874424.0
7798,York,Soy Milk,874416.0
7799,Newark and Sherwood,custard doughnut,874352.0
7800,Sevenoaks,aubergine,874348.0
7801,Newark and Sherwood,organic soured cream,874340.0
7802,Newark and Sherwood,blue stilton cheese,874297.0
7803,Lincolnshire,vernison sausages,874292.0
7804,Newark and Sherwood,white shirt,874255.0
7805,West Oxfordshire,Slightly salted butter,874251.0
7806,Armagh,organic raspberry yoghurt,874206.0
7807,Rushcliffe,21 day mature ribeye steak,874171.0
7808,Darlington,fresh turkey steak,874132.0
7809,Colchester,grey blazers,874129.0
7810,Lancashire,vernison sausages,874128.0
7811,Worcestershire,fresh turkey steak,874113.0
7812,Isle of Anglesey,denim jacket,874098.0
7813,York,British baking potatoes loose,874098.0
7814,Glasgow City,dyson tower fan,874084.0
7815,Hackney,raspberries,874084.0
7816,Glasgow City,custard doughnut,874039.0
7817,Shepway,Slightly salted butter,874032.0
7818,Lancashire,millionaire square,874002.0
7819,Rushcliffe,flapjack,873994.0
7820,Reigate and Banstead,Mixed pepper,873987.0
7821,Hackney,Sweet potatoes loose,873973.0
7822,Selby,wristwatch,873943.0
7823,West Oxfordshire,Lemon,873924.0
7824,Hackney,british fresh chicken thigh fillets,873913.0
7825,Worcestershire,dyson vacuum cleaner,873886.0
7826,Ballymoney,mature cheddar cheese,873883.0
7827,Lancashire,cotton tie,873848.0
7828,Selby,scottish salmon,873843.0
7829,Shepway,hp dv 3000 laptop,873840.0
7830,Reigate and Banstead,Organic mILK,873839.0
7831,Glasgow City,courgette loose,873812.0
7832,Isle of Anglesey,Soy Milk,873787.0
7833,Lancashire,white shirt,873752.0
7834,Lancashire,Sweet potatoes loose,873739.0
7835,Newark and Sherwood,macaron - x3,873739.0
7836,Rushcliffe,wristwatch,873736.0
7837,East Dunbartonshire,Plain Greek yoghurt,873709.0
7838,Isle of Anglesey,Organic Kefir,873671.0
7839,Stockton-on-Tees,Spring onions bunch,873665.0
7840,Darlington,free range large eggs x12,873647.0
7841,Selby,olive oil spread,873636.0
7842,Colchester,british bramley cooking apples,873635.0
7843,Glasgow City,chicken sausages,873617.0
7844,Stockton-on-Tees,flapjack,873606.0
7845,Bargoed,Almond milk,873601.0
7846,Selby,cotton tie,873597.0
7847,Stockton-on-Tees,Lemon,873593.0
7848,Stockton-on-Tees,dual shock controller,873572.0
7849,Hackney,Organic Kefir,873561.0
7850,Stockton-on-Tees,gameboy color,873505.0
7851,Sevenoaks,samsung washing machine,873500.0
7852,Lancashire,Soy Milk,873496.0
7853,Reigate and Banstead,plastic sunshades,873479.0
7854,Newark and Sherwood,vanilla yoghurt,873475.0
7855,Lancashire,diced chicken breast,873467.0
7856,Ballymoney,Organic mILK,873467.0
7857,Glasgow City,dell inspiron laptop,873438.0
7858,Sevenoaks,easy peeler loose,873411.0
7859,Rushcliffe,large king prawns,873406.0
7860,Shepway,21 day mature rump steak,873404.0
7861,York,red velvet cake,873374.0
7862,Stockton-on-Tees,linen trousers,873340.0
7863,York,Organic Kefir,873338.0
7864,Darlington,scottish salmon,873316.0
7865,Worcestershire,Organic Kefir,873312.0
7866,East Hertfordshire,play station 3,873295.0
7867,Selby,beef sausages,873287.0
7868,Isle of Anglesey,Fairtrade Bananas Loose,873248.0
7869,Selby,Onions Loose,873236.0
7870,Bargoed,Spring onions bunch,873228.0
7871,Bargoed,pokemon blue,873224.0
7872,Glasgow City,hp dv 2000 laptop,873164.0
7873,Selby,semi skimmed milk,873115.0
7874,Newark and Sherwood,aubergine,873105.0
7875,Selby,british fresh chicken brest fillets,873062.0
7876,East Dunbartonshire,silk tie,873053.0
7877,Colchester,grey cardigan,873022.0
7878,Uttlesford,chocolate fudge cake,872973.0
7879,Reigate and Banstead,pokemon gold,872904.0
7880,Selby,Slightly salted butter,872899.0
7881,East Hertfordshire,british fresh turkey mince,872880.0
7882,Hackney,hp envy laptop,872879.0
7883,York,Plain Greek yoghurt,872865.0
7884,Isle of Anglesey,cod fillets,872858.0
7885,Uttlesford,oxford shirt,872853.0
7886,Bedfordshire,British carrots loose,872811.0
7887,Shepway,Sweet potatoes loose,872804.0
7888,Reigate and Banstead,large king prawns,872781.0
7889,Glasgow City,free range large eggs x12,872768.0
7890,Hackney,mature cheddar cheese,872768.0
7891,Uttlesford,macaron - x3,872752.0
7892,Worcestershire,Soy Milk,872738.0
7893,Bargoed,british parsnips loose,872733.0
7894,Rushcliffe,chocolate fudge cake,872710.0
7895,Reigate and Banstead,linen trousers,872700.0
7896,Newark and Sherwood,linen trousers,872698.0
7897,Selby,gameboy advance,872696.0
7898,Isle of Anglesey,raspberries,872695.0
7899,Rushcliffe,dual shock controller,872694.0
7900,Newark and Sherwood,British carrots loose,872668.0
7901,Bedfordshire,skimmed milk,872645.0
7902,East Dunbartonshire,beef mince,872634.0
7903,Isle of Anglesey,pink blazers,872628.0
7904,Rushcliffe,denim jacket,872626.0
7905,Sevenoaks,grey cardigan,872615.0
7906,Bargoed,Plain Greek yoghurt,872613.0
7907,Colchester,Sweet potatoes loose,872612.0
7908,East Dunbartonshire,denim jacket,872549.0
7909,Shepway,play station 3,872537.0
7910,Reigate and Banstead,salmon fillets,872528.0
7911,Colchester,pokemon red,872512.0
7912,Stockton-on-Tees,almond croisant,872459.0
7913,Selby,minecraft game - xbox,872441.0
7914,Stockton-on-Tees,pain au chocolate,872440.0
7915,Isle of Anglesey,British baking potatoes loose,872436.0
7916,Darlington,dyson washing machine,872424.0
7917,Reigate and Banstead,millionaire square,872424.0
7918,Stockton-on-Tees,white shirt,872403.0
7919,Newark and Sherwood,dell inspiron laptop,872382.0
7920,Lincolnshire,goat cheese,872365.0
7921,Lancashire,chicken sausages,872362.0
7922,Newark and Sherwood,millionaire square,872334.0
7923,Reigate and Banstead,white shirt,872277.0
7924,Stockton-on-Tees,cotton tie,872274.0
7925,Stockton-on-Tees,Sweet potatoes loose,872266.0
7926,Lincolnshire,linen shirt,872264.0
7927,Uttlesford,fresh whole chicken,872262.0
7928,Darlington,croisant ,872254.0
7929,Darlington,gaming mouse,872228.0
7930,Selby,vernison sausages,872216.0
7931,Darlington,sea bass fillets,872164.0
7932,Rugby,pain au raisins,872155.0
7933,Rushcliffe,raspberries,872153.0
7934,York,almond croisant,872153.0
7935,Selby,Organic mILK,872145.0
7936,Sevenoaks,Red pepper,872135.0
7937,Bedfordshire,classic bowtie,872099.0
7938,Glasgow City,bosch washing machine,872083.0
7939,Glasgow City,easy peeler loose,872079.0
7940,York,pain au chocolate,872056.0
